poem	emotion1	emotion2
Boldly they rode and well ,	Uneasiness	Uneasiness
Into the jaws of Death ,	Uneasiness	Uneasiness
Into the mouth of Hell	Uneasiness	Uneasiness
Rode the six hundred .	Uneasiness	Uneasiness
Flash "d all their sabres bare ,	Uneasiness	Uneasiness
Flash "d as they turn "d in air ,	Uneasiness	Uneasiness
Sabring the gunners there ,	Uneasiness	Uneasiness
Charging an army , while	Uneasiness	Uneasiness
All the world wonder "d :	Uneasiness	Uneasiness
Plunged in the battery-smoke	Uneasiness	Uneasiness
Right thro ’ the line they broke ;	Uneasiness	Uneasiness
Cossack and Russian	Uneasiness	Uneasiness
Reel "d from the sabre-stroke	Uneasiness	Uneasiness
Shatter "d and sunder "d .	Uneasiness	Uneasiness
Then they rode back , but not	Uneasiness	Uneasiness
Not the six hundred .	Uneasiness	Uneasiness
Cannon to right of them ,	Uneasiness	Uneasiness
Cannon to left of them ,	Uneasiness	Uneasiness
Cannon behind them	Uneasiness	Uneasiness
Volley "d and thunder "d ;	Uneasiness	Uneasiness
Storm "d at with shot and shell ,	Uneasiness	Uneasiness
While horse and hero fell ,	Uneasiness	Uneasiness
They that had fought so well	Uneasiness	Uneasiness
Came thro ’ the jaws of Death ,	Uneasiness	Uneasiness
Back from the mouth of Hell ,	Uneasiness	Uneasiness
All that was left of them ,	Uneasiness	Uneasiness
Left of six hundred .	Uneasiness	Uneasiness
When can their glory fade ?	Vitality	Vitality
O the wild charge they made !	Vitality	Vitality
All the world wondered .	Vitality	Vitality
Honor the charge they made !	Vitality	Vitality
Honor the Light Brigade ,	Vitality	Vitality
Noble six hundred !	Vitality	Vitality
Pain has an element of blank ;	Sadness	Sadness
It cannot recollect	Sadness	Sadness
When it began , or if there were	Sadness	Sadness
A day when it was not .	Sadness	Sadness
It has no future but itself ,	Sadness	Sadness
Its infinite realms contain	Sadness	Sadness
Its past , enlightened to perceive	Sadness	Sadness
New periods of pain .	Sadness	Sadness
I taste a liquor never brewed ,	Beauty / Joy	Beauty / Joy
From tankards scooped in pearl ;	Beauty / Joy	Beauty / Joy
Not all the vats upon the Rhine	Beauty / Joy	Beauty / Joy
Yield such an alcohol !	Beauty / Joy	Beauty / Joy
Inebriate of air am I ,	Beauty / Joy	Beauty / Joy
And debauchee of dew ,	Beauty / Joy	Beauty / Joy
Reeling , through endless summer days ,	Beauty / Joy	Beauty / Joy
From inns of molten blue .	Beauty / Joy	Beauty / Joy
When landlords turn the drunken bee	Beauty / Joy	Beauty / Joy
Out of the foxglove "s door ,	Beauty / Joy	Beauty / Joy
When butterflies renounce their drams ,	Beauty / Joy	Beauty / Joy
I shall but drink the more !	Beauty / Joy	Beauty / Joy
Till seraphs swing their snowy hats ,	Beauty / Joy	Beauty / Joy
And saints to windows run ,	Beauty / Joy	Beauty / Joy
To see the little tippler	Beauty / Joy	Beauty / Joy
Leaning against the sun !	Beauty / Joy	Vitality
Bright star, would I were stedfast as thou art—	Awe / Sublime	Awe / Sublime
Not in lone splendour hung aloft the night	Awe / Sublime	Awe / Sublime
And watching, with eternal lids apart,	Awe / Sublime	Awe / Sublime
Like nature’s patient, sleepless Eremite,	Awe / Sublime	Awe / Sublime
The moving waters at their priestlike task	Beauty / Joy	Awe / Sublime
Of pure ablution round earth’s human shores,	Beauty / Joy	Awe / Sublime
Or gazing on the new soft-fallen mask	Beauty / Joy	Awe / Sublime
Of snow upon the mountains and the moors—	Beauty / Joy	Awe / Sublime
No—yet still stedfast, still unchangeable,	Beauty / Joy	Vitality
Pillow’d upon my fair love’s ripening breast,	Beauty / Joy	Vitality
To feel for ever its soft fall and swell,	Beauty / Joy	Vitality
Awake for ever in a sweet unrest,	Beauty / Joy	Vitality
Still, still to hear her tender-taken breath,	Beauty / Joy	Vitality
And so live ever—or else swoon to death.	Beauty / Joy	Vitality
My spirit is too weak—mortality	Sadness	Sadness
Weighs heavily on me like unwilling sleep,	Sadness	Sadness
And each imagined pinnacle and steep	Sadness	Sadness
Of godlike hardship tells me I must die	Sadness	Sadness
Like a sick eagle looking at the sky.	Sadness	Sadness
Yet ‘tis a gentle luxury to weep,	Sadness	Sadness
That I have not the cloudy winds to keep,	Sadness	Sadness
Fresh for the opening of the morning’s eye.	Sadness	Sadness
Such dim-conceived glories of the brain	Sadness	Sadness
Bring round the heart an indescribable feud;	Sadness	Sadness
So do these wonders a most dizzy pain,	Sadness	Sadness
That mingles Grecian grandeur with the rude	Sadness	Sadness
Wasting of old Time—with a billowy main—	Sadness	Sadness
A sun—a shadow of a magnitude.	Sadness	Sadness
Ye flowery banks o ’ bonie Doon ,	Beauty / Joy	Beauty / Joy
How can ye blume sae fair ?	Beauty / Joy	Beauty / Joy
How can ye chant , ye little birds ,	Beauty / Joy	Beauty / Joy
And I sae fu ’ o care !	Sadness	Beauty / Joy
Thou "ll break my heart , thou bonie bird ,	Sadness	Sadness
That sings upon the bough !	Sadness	Sadness
Thou minds me o ’ the happy days	Sadness	Nostalgia
When my fause Luve was true .	Sadness	Nostalgia
Thou "ll break my heart , thou bonie bird ,	Sadness	Sadness
That sings beside thy mate ;	Sadness	Sadness
For sae I sat , and sae I sang ,	Sadness	Sadness
And wist na o ’ my fate .	Sadness	Sadness
Aft hae I rov "d by bonie Doon ,	Nostalgia	Nostalgia
To see the woodbine twine ;	Nostalgia	Nostalgia
And ilka bird sang o ’ its Luve ,	Nostalgia	Nostalgia
And sae did I o ’ mine .	Nostalgia	Nostalgia
Wi ’ lightsome heart I pu "d a rose ,	Nostalgia	Nostalgia
Upon its thorny tree ;	Nostalgia	Nostalgia
But my fause Luver staw my rose ,	Sadness	Beauty / Joy
And left the thorn wi ’ me .	Sadness	Beauty / Joy
Wi ’ lightsome heart I pu "d a rose ,	Sadness	Beauty / Joy
Upon a morn in June ;	Sadness	Beauty / Joy
And sae I flourished on the morn ,	Sadness	Beauty / Joy
And sae was pu "d or noon .	Sadness	Beauty / Joy
Is there for honest Poverty	Sadness	Vitality
That hings his head , an ’ a ’ that ;	Sadness	Vitality
The coward slave — we pass him by ,	Sadness	Vitality
We dare be poor for a ’ that !	Sadness	Vitality
For a ’ that , an ’ a ’ that .	Sadness	Vitality
Our toils obscure an ’ a ’ that ,	Sadness	Vitality
The rank is but the guinea "s stamp ,	Sadness	Vitality
The Man "s the gowd for a ’ that .	Sadness	Vitality
What though on hamely fare we dine ,	Sadness	Vitality
Wear hoddin grey , an ’ a that ;	Sadness	Vitality
Gie fools their silks , and knaves their wine ;	Sadness	Vitality
A Man "s a Man for a ’ that :	Sadness	Vitality
For a ’ that , and a ’ that ,	Sadness	Vitality
Their tinsel show , an ’ a ’ that ;	Sadness	Vitality
The honest man , tho ’ e"er sae poor ,	Sadness	Vitality
Is king o ’ men for a ’ that .	Sadness	Vitality
Ye see yon birkie , ca "d a lord ,	Humor	Vitality
Wha struts , an ’ stares , an ’ a ’ that ;	Humor	Vitality
Tho ’ hundreds worship at his word ,	Humor	Vitality
He "s but a coof for a ’ that :	Humor	Vitality
For a ’ that , an ’ a ’ that ,	Humor	Vitality
His ribband , star , an ’ a ’ that :	Humor	Vitality
The man o ’ independent mind	Humor	Vitality
He looks an ’ laughs at a ’ that .	Humor	Vitality
A prince can mak a belted knight ,	Beauty / Joy	Vitality
A marquis , duke , an ’ a ’ that ;	Beauty / Joy	Vitality
But an honest man "s abon his might ,	Beauty / Joy	Vitality
Gude faith , he maunna fa ’ that !	Beauty / Joy	Vitality
For a ’ that , an ’ a ’ that ,	Beauty / Joy	Vitality
Their dignities an ’ a ’ that ;	Beauty / Joy	Vitality
The pith o ’ sense , an ’ pride o ’ worth ,	Beauty / Joy	Vitality
Are higher rank than a ’ that .	Beauty / Joy	Vitality
Then let us pray that come it may ,	Beauty / Joy	Vitality
( As come it will for a ’ that ,)	Beauty / Joy	Vitality
That Sense and Worth , o"er a ’ the earth ,	Beauty / Joy	Vitality
Shall bear the gree , an ’ a ’ that .	Beauty / Joy	Vitality
For a ’ that , an ’ a ’ that ,	Beauty / Joy	Vitality
It "s coming yet for a ’ that ,	Beauty / Joy	Vitality
That Man to Man , the world o"er ,	Beauty / Joy	Vitality
Shall brothers be for a ’ that .	Beauty / Joy	Vitality
They are rattling breakfast plates in basement kitchens ,	Uneasiness	Uneasiness
And along the trampled edges of the street	Uneasiness	Uneasiness
I am aware of the damp souls of housemaids	Uneasiness	Uneasiness
Sprouting despondently at area gates .	Uneasiness	Uneasiness
The brown waves of fog toss up to me	Uneasiness	Uneasiness
Twisted faces from the bottom of the street ,	Uneasiness	Uneasiness
And tear from a passer-by with muddy skirts	Uneasiness	Uneasiness
An aimless smile that hovers in the air	Sadness	Uneasiness
And vanishes along the level of the roofs .	Sadness	Uneasiness
The winter evening settles down	Beauty / Joy	Beauty / Joy
With smell of steaks in passageways .	Beauty / Joy	Beauty / Joy
Six o"clock .	Beauty / Joy	Beauty / Joy
The burnt-out ends of smoky days .	Beauty / Joy	Beauty / Joy
And now a gusty shower wraps	Beauty / Joy	Beauty / Joy
The grimy scraps	Beauty / Joy	Beauty / Joy
Of withered leaves about your feet	Beauty / Joy	Beauty / Joy
And newspapers from vacant lots ;	Beauty / Joy	Beauty / Joy
The showers beat	Beauty / Joy	Beauty / Joy
On broken blinds and chimney-pots ,	Beauty / Joy	Beauty / Joy
And at the corner of the street	Beauty / Joy	Beauty / Joy
A lonely cab-horse steams and stamps .	Sadness	Beauty / Joy
And then the lighting of the lamps .	Beauty / Joy	Beauty / Joy
The morning comes to consciousness	Beauty / Joy	Beauty / Joy
Of faint stale smells of beer	Beauty / Joy	Beauty / Joy
From the sawdust-trampled street	Beauty / Joy	Beauty / Joy
With all its muddy feet that press	Beauty / Joy	Beauty / Joy
To early coffee-stands .	Beauty / Joy	Beauty / Joy
With the other masquerades	Beauty / Joy	Beauty / Joy
That time resumes ,	Beauty / Joy	Beauty / Joy
One thinks of all the hands	Beauty / Joy	Beauty / Joy
That are raising dingy shades	Beauty / Joy	Beauty / Joy
In a thousand furnished rooms .	Beauty / Joy	Beauty / Joy
You tossed a blanket from the bed ,	Uneasiness	Uneasiness
You lay upon your back , and waited ;	Uneasiness	Uneasiness
You dozed , and watched the night revealing	Uneasiness	Uneasiness
The thousand sordid images	Uneasiness	Uneasiness
Of which your soul was constituted ;	Uneasiness	Uneasiness
They flickered against the ceiling .	Sadness	Uneasiness
And when all the world came back	Sadness	Uneasiness
And the light crept up between the shutters ,	Sadness	Uneasiness
And you heard the sparrows in the gutters ,	Sadness	Uneasiness
You had such a vision of the street	Sadness	Uneasiness
As the street hardly understands ;	Sadness	Uneasiness
Sitting along the bed "s edge , where	Sadness	Sadness
You curled the papers from your hair ,	Sadness	Sadness
Or clasped the yellow soles of feet	Uneasiness	Sadness
In the palms of both soiled hands .	Uneasiness	Sadness
His soul stretched tight across the skies	Vitality	Vitality
That fade behind a city block ,	Vitality	Vitality
Or trampled by insistent feet	Vitality	Vitality
At four and five and six o"clock	Vitality	Vitality
And short square fingers stuffing pipes ,	Vitality	Vitality
And evening newspapers , and eyes	Vitality	Vitality
Assured of certain certainties ,	Vitality	Vitality
The conscience of a blackened street	Vitality	Vitality
Impatient to assume the world .	Vitality	Vitality
I am moved by fancies that are curled	Vitality	Vitality
Around these images , and cling :	Vitality	Vitality
The notion of some infinitely gentle	Awe / Sublime	Vitality
Infinitely suffering thing .	Awe / Sublime	Vitality
Wipe your hand across your mouth , and laugh ;	Beauty / Joy	Vitality
The worlds revolve like ancient women	Beauty / Joy	Vitality
Gathering fuel in vacant lots .	Beauty / Joy	Vitality
Nor dread nor hope attend	Sadness	Sadness
A dying animal;	Sadness	Sadness
A man awaits his end	Sadness	Sadness
Dreading and hoping all;	Sadness	Sadness
Many times he died,	Sadness	Sadness
Many times rose again,	Sadness	Sadness
A great man in his pride	Uneasiness	Sadness
Confronting murderous men	Uneasiness	Sadness
Casts derision upon	Uneasiness	Sadness
Supersession of breath;	Uneasiness	Sadness
He knows death to the bone –	Uneasiness	Sadness
Man has created death.	Uneasiness	Sadness
Turning and turning in the widening gyre	Uneasiness	Uneasiness
The falcon cannot hear the falconer;	Uneasiness	Uneasiness
Things fall apart; the centre cannot hold;	Uneasiness	Uneasiness
Mere anarchy is loosed upon the world,	Uneasiness	Uneasiness
The blood-dimmed tide is loosed, and everywhere	Uneasiness	Uneasiness
The ceremony of innocence is drowned;	Uneasiness	Uneasiness
The best lack all conviction, while the worst	Uneasiness	Uneasiness
Are full of passionate intensity.	Uneasiness	Uneasiness
Surely some revelation is at hand;	Suspense	Suspense
Surely the Second Coming is at hand.	Suspense	Suspense
The Second Coming! Hardly are those words out	Suspense	Suspense
When a vast image out of Spiritus Mundi	Suspense	Suspense
Troubles my sight: somewhere in sands of the desert	Suspense	Suspense
A shape with lion body and the head of a man,	Suspense	Suspense
A gaze blank and pitiless as the sun,	Suspense	Suspense
Is moving its slow thighs, while all about it	Suspense	Suspense
Reel shadows of the indignant desert birds.	Suspense	Suspense
The darkness drops again; but now I know	Suspense	Uneasiness
That twenty centuries of stony sleep	Suspense	Uneasiness
Were vexed to nightmare by a rocking cradle,	Suspense	Uneasiness
And what rough beast, its hour come round at last,	Suspense	Uneasiness
Slouches towards Bethlehem to be born?	Suspense	Uneasiness
Of all the Poisons that the fruitful Earth	Annoyance	Annoyance
E"er yet brought forth , or Monsters she gave Birth ,	Annoyance	Annoyance
Nought to Mankind has e"er so fatal been ,	Annoyance	Annoyance
As thou , accursed Gold , their Care and Sin .	Annoyance	Annoyance
Methinks I the Advent"rous Merchant see ,	Sadness	Sadness
Ploughing the faithless Seas , in search of thee ,	Sadness	Sadness
His dearest Wife and Children left behind ,	Sadness	Sadness
( His real Wealth ) while he , a Slave to th ’ Wind ,	Sadness	Sadness
Sometimes becalm "d , the Shore with longing Eyes	Sadness	Sadness
Wishes to see , and what he wishes , Spies :	Sadness	Sadness
For a rude Tempest wakes him from his Dream ,	Sadness	Sadness
And Strands his Bark by a more sad Extream .	Sadness	Sadness
Thus , hopless Wretch , is his whole Life-time spent ,	Sadness	Sadness
And though thrice Wreck"t , ‘ s no Wiser than he went .	Sadness	Sadness
Again , I see , the Heavenly Fair despis "d ,	Annoyance	Sadness
A Hagg like Hell , with Gold , more highly priz "d ;	Annoyance	Sadness
Mens Faith betray "d , their Prince and Country Sold ,	Annoyance	Sadness
Their God deny "d , all for the Idol Gold .	Annoyance	Sadness
Unhappy Wretch , who first found out the Oar ,	Annoyance	Uneasiness
What kind of Vengeance rests for thee in store ?	Annoyance	Uneasiness
If Nebats Son , that Israel led astray ,	Annoyance	Uneasiness
Meet a severe Reward at the last Day ?	Annoyance	Uneasiness
Some strange unheard-of Judgement thou wilt find ,	Annoyance	Uneasiness
Who thus hast caus "d to Sin all Humane Kind .	Annoyance	Uneasiness
When first Alexis did in Verse delight ,	Beauty / Joy	Beauty / Joy
His Muse in Low , but Graceful Numbers walk"t ,	Beauty / Joy	Beauty / Joy
And now and then a little Proudly stalk"t ;	Beauty / Joy	Beauty / Joy
But never aim "d at any noble Flight :	Beauty / Joy	Beauty / Joy
The Herds , the Groves , the gentle purling Streams ,	Beauty / Joy	Beauty / Joy
Adorn "d his Song , and were his highest Theams .	Beauty / Joy	Beauty / Joy
But Love these Thoughts , like Mists , did soon disperse ,	Beauty / Joy	Beauty / Joy
Enlarg "d his Fancy , and set free his Muse ,	Beauty / Joy	Beauty / Joy
Biding him more Illustrious Subjects choose ;	Beauty / Joy	Beauty / Joy
The Acts of Gods , and God-like Men reherse .	Beauty / Joy	Beauty / Joy
From thence new Raptures did his Breast inspire ,	Beauty / Joy	Beauty / Joy
His scarce Warm-Heart converted was to Fire .	Beauty / Joy	Beauty / Joy
Th ’ exalted Poet rais "d by this new Flame ,	Awe / Sublime	Beauty / Joy
With Vigor flys , where late he crept along ,	Awe / Sublime	Beauty / Joy
And Acts Divine , in a Diviner Song ,	Awe / Sublime	Beauty / Joy
Commits to the eternal Trompe of Fame .	Awe / Sublime	Beauty / Joy
And thus Alexis does prove Love to be ,	Awe / Sublime	Beauty / Joy
As the Worlds Soul , the Soul of Poetry .	Awe / Sublime	Beauty / Joy
Success is counted sweetest	Beauty / Joy	Beauty / Joy
By those who ne"er succeed .	Beauty / Joy	Beauty / Joy
To comprehend a nectar	Beauty / Joy	Beauty / Joy
Requires sorest need .	Beauty / Joy	Beauty / Joy
Not one of all the purple host	Sadness	Sadness
Who took the flag to-day	Sadness	Sadness
Can tell the definition ,	Sadness	Sadness
So clear , of victory ,	Sadness	Sadness
As he , defeated , dying ,	Sadness	Sadness
On whose forbidden ear	Sadness	Sadness
The distant strains of triumph	Sadness	Sadness
Break , agonized and clear !	Sadness	Sadness
I felt a funeral in my brain ,	Sadness	Sadness
And mourners , to and fro ,	Sadness	Sadness
Kept treading , treading , till it seemed	Sadness	Sadness
That sense was breaking through .	Sadness	Sadness
And when they all were seated ,	Sadness	Sadness
A service like a drum	Sadness	Sadness
Kept beating , beating , till I thought	Sadness	Sadness
My mind was going numb .	Sadness	Sadness
And then I heard them lift a box ,	Sadness	Sadness
And creak across my soul	Sadness	Sadness
With those same boots of lead , again .	Sadness	Sadness
Then space began to toll	Sadness	Sadness
As all the heavens were a bell ,	Awe / Sublime	Sadness
And Being but an ear ,	Awe / Sublime	Sadness
And I and silence some strange race ,	Awe / Sublime	Sadness
Wrecked , solitary , here .	Awe / Sublime	Sadness
And then a Plank in Reason, broke,	Awe / Sublime	Sadness
And I dropped down, and down -	Awe / Sublime	Sadness
And hit a World, at every plunge,	Awe / Sublime	Sadness
And Finished knowing - then -	Awe / Sublime	Sadness
WHEN I consider how my light is spent	Suspense	Sadness
Ere half my days in this dark world and wide,	Suspense	Sadness
And that one Talent which is death to hide	Sadness	Sadness
Lodged with me useless, though my soul more bent	Sadness	Sadness
To serve therewith my Maker, and present	Vitality	Vitality
My true account, lest He returning chide,	Vitality	Vitality
“Doth God exact day-labour, light denied?”	Vitality	Vitality
I fondly ask. But Patience, to prevent	Vitality	Vitality
That murmur, soon replies, “God doth not need	Awe / Sublime	Sadness
Either man’s work or his own gifts. Who best	Awe / Sublime	Sadness
Bear his mild yoke, they serve him best. His state	Awe / Sublime	Sadness
Is kingly: thousands at his bidding speed,	Beauty / Joy	Beauty / Joy
And post o’er land and ocean without rest;	Beauty / Joy	Beauty / Joy
They also serve who only stand and wait.”	Beauty / Joy	Beauty / Joy
HOW soon hath Time, the subtle thief of youth,	Sadness	Sadness
Stolen on his wing my three and twentieth year!	Sadness	Sadness
My hasting days fly on with full career,	Vitality	Vitality
But my late spring no bud or blossom shew’th.	Vitality	Vitality
Perhaps my semblance might deceive the truth,	Vitality	Vitality
That I to manhood am arrived so near,	Vitality	Vitality
And inward ripeness doth much less appear,	Vitality	Vitality
That some more timely-happy spirits indu’th.	Vitality	Vitality
Yet be it less or more, or soon or slow,	Vitality	Vitality
It shall be still in strictest measure even	Vitality	Vitality
To that same lot, however mean or high,	Vitality	Vitality
Toward which Time leads me, and the will of Heaven,	Vitality	Vitality
All is, if I have grace to use it so,	Vitality	Vitality
As ever in my great Task-master’s eye	Vitality	Vitality
THERE was never a sound beside the wood but one ,	Beauty / Joy	Suspense
And that was my long scythe whispering to the ground .	Beauty / Joy	Suspense
What was it it whispered ? I knew not well myself ;	Beauty / Joy	Beauty / Joy
Perhaps it was something about the heat of the sun ,	Beauty / Joy	Beauty / Joy
Something , perhaps , about the lack of sound —	Beauty / Joy	Beauty / Joy
And that was why it whispered and did not speak .	Beauty / Joy	Beauty / Joy
It was no dream of the gift of idle hours ,	Beauty / Joy	Beauty / Joy
Or easy gold at the hand of fay or elf :	Beauty / Joy	Beauty / Joy
Anything more than the truth would have seemed too weak	Beauty / Joy	Beauty / Joy
To the earnest love that laid the swale in rows ,	Beauty / Joy	Beauty / Joy
Not without feeble-pointed spikes of flowers	Beauty / Joy	Beauty / Joy
( Pale orchises ) , and scared a bright green snake .	Beauty / Joy	Beauty / Joy
The fact is the sweetest dream that labor knows .	Beauty / Joy	Beauty / Joy
My long scythe whispered and left the hay to make .	Beauty / Joy	Beauty / Joy
Some say the world will end in fire,	Awe / Sublime	Awe / Sublime
Some say in ice.	Awe / Sublime	Awe / Sublime
From what I’ve tasted of desire	Humor	Awe / Sublime
I hold with those who favor fire.	Humor	Awe / Sublime
But if it had to perish twice,	Humor	Awe / Sublime
I think I know enough of hate	Humor	Awe / Sublime
To say that for destruction ice	Humor	Awe / Sublime
Is also great	Humor	Awe / Sublime
And would suffice.	Humor	Awe / Sublime
I hear America singing , the varied carols I hear ,	Beauty / Joy	Vitality
Those of mechanics , each one singing his as it should be blithe and strong ,	Beauty / Joy	Vitality
The carpenter singing his as he measures his plank or beam ,	Beauty / Joy	Vitality
The mason singing his as he makes ready for work , or leaves off work ,	Beauty / Joy	Vitality
The boatman singing what belongs to him in his boat , the deckhand	Beauty / Joy	Vitality
singing on the steamboat deck ,	Beauty / Joy	Vitality
The shoemaker singing as he sits on his bench , the hatter singing as	Beauty / Joy	Vitality
he stands ,	Beauty / Joy	Vitality
The wood-cutter "s song , the ploughboy "s on his way in the morning ,	Beauty / Joy	Vitality
or at noon intermission or at sundown ,	Beauty / Joy	Vitality
The delicious singing of the mother , or of the young wife at work ,	Beauty / Joy	Vitality
or of the girl sewing or washing ,	Beauty / Joy	Vitality
Each singing what belongs to him or her and to none else ,	Beauty / Joy	Vitality
The day what belongs to the day — at night the party of young	Beauty / Joy	Vitality
fellows , robust , friendly ,	Beauty / Joy	Vitality
Singing with open mouths their strong melodious songs .	Beauty / Joy	Vitality
O Captain! my Captain! our fearful trip is done,	Beauty / Joy	Beauty / Joy
The ship has weather’d every rack, the prize we sought is won,	Beauty / Joy	Beauty / Joy
The port is near, the bells I hear, the people all exulting,	Beauty / Joy	Beauty / Joy
While follow eyes the steady keel, the vessel grim and daring;	Beauty / Joy	Beauty / Joy
But O heart! heart! heart!	Sadness	Sadness
O the bleeding drops of red,	Sadness	Sadness
Where on the deck my Captain lies,	Sadness	Sadness
Fallen cold and dead.	Sadness	Sadness
O Captain! my Captain! rise up and hear the bells;	Vitality	Vitality
Rise up—for you the flag is flung—for you the bugle trills,	Vitality	Vitality
For you bouquets and ribbon’d wreaths—for you the shores a-crowding,	Vitality	Vitality
For you they call, the swaying mass, their eager faces turning;	Vitality	Vitality
Here Captain! dear father!	Vitality	Vitality
This arm beneath your head!	Vitality	Vitality
It is some dream that on the deck,	Sadness	Sadness
You’ve fallen cold and dead.	Sadness	Sadness
My Captain does not answer, his lips are pale and still,	Sadness	Sadness
My father does not feel my arm, he has no pulse nor will,	Sadness	Sadness
The ship is anchor’d safe and sound, its voyage closed and done,	Vitality	Sadness
From fearful trip the victor ship comes in with object won;	Vitality	Sadness
Exult O shores, and ring O bells!	Vitality	Sadness
But I with mournful tread,	Sadness	Sadness
Walk the deck my Captain lies,	Sadness	Sadness
Fallen cold and dead.	Sadness	Sadness
If I when my wife is sleeping	Suspense	Suspense
and the baby and Kathleen	Suspense	Suspense
are sleeping	Suspense	Suspense
and the sun is a flame-white disc	Suspense	Suspense
in silken mists above shining trees ,—	Suspense	Suspense
if I in my north room	Suspense	Suspense
danse naked , grotesquely	Suspense	Suspense
before my mirror	Suspense	Suspense
waving my shirt round my head	Suspense	Suspense
and singing softly to myself :	Suspense	Suspense
“I am lonely, lonely.	Humor	Humor
I was born to be lonely .	Humor	Humor
I am best so !”	Humor	Humor
If I admire my arms , my face,	Humor	Humor
my shoulders , flanks , buttocks	Humor	Humor
against the yellow drawn shades ,—	Humor	Humor
who shall say I am not	Humor	Humor
the happy genius of my household ?	Humor	Humor
OLD age is	Beauty / Joy	Suspense
a flight of small	Beauty / Joy	Suspense
cheeping birds	Beauty / Joy	Suspense
skimming	Beauty / Joy	Suspense
bare trees above a snow glaze.	Beauty / Joy	Suspense
Gaining and failing	Suspense	Beauty / Joy
they are buffeted	Suspense	Beauty / Joy
by a dark wind--	Suspense	Beauty / Joy
But what?	Suspense	Suspense
On harsh weedstalks	Beauty / Joy	Suspense
the flock has rested,	Beauty / Joy	Suspense
the snow	Beauty / Joy	Suspense
is covered with broken	Beauty / Joy	Suspense
seedhusks	Beauty / Joy	Suspense
and the wind tempered	Beauty / Joy	Suspense
by a shrill	Beauty / Joy	Suspense
piping of plenty.	Beauty / Joy	Suspense --- Beauty / Joy
My love is like to ice, and I to fire:	Beauty / Joy	Beauty / Joy
How comes it then that this her cold so great	Sadness	Sadness
Is not dissolved through my so hot desire,	Sadness	Sadness
But harder grows the more I her entreat?	Sadness	Sadness
Or how comes it that my exceeding heat	Sadness	Sadness
Is not allayed by her heart-frozen cold,	Sadness	Sadness
But that I burn much more in boiling sweat,	Sadness	Sadness
And feel my flames augmented manifold?	Sadness	Sadness
What more miraculous thing may be told,	Beauty / Joy	Beauty / Joy
That fire, which all things melts, should harden ice,	Beauty / Joy	Beauty / Joy
And ice, which is congeal"s with senseless cold,	Beauty / Joy	Beauty / Joy
Should kindle fire by wonderful device?	Beauty / Joy	Beauty / Joy
Such is the power of love in gentle mind,	Awe / Sublime	Beauty / Joy
That it can alter all the course of kind.	Awe / Sublime	Beauty / Joy
Of this worlds theatre in which we stay,	Beauty / Joy	Beauty / Joy
My love like the spectator ydly sits	Beauty / Joy	Beauty / Joy
Beholding me that all the pageants play,	Beauty / Joy	Beauty / Joy
Disguysing diversly my troubled wits.	Beauty / Joy	Beauty / Joy
Sometimes I joy when glad occasion fits,	Beauty / Joy	Beauty / Joy
And mask in myrth lyke to a comedy:	Beauty / Joy	Beauty / Joy
Soone after when my joy to sorrow flits,	Sadness	Sadness
I waile and make my woes a tragedy.	Sadness	Sadness
Yet she, beholding me with constant eye,	Sadness	Sadness
Delights not in my merth nor rues my smart:	Sadness	Sadness
But when I laugh she mocks, and when I cry	Sadness	Sadness
She laughs and hardens evermore her heart.	Sadness	Sadness
What then can move her? if nor merth nor mone,	Sadness	Sadness
She is no woman, but a senceless stone.	Sadness	Sadness
Happy the man whose wish and care	Beauty / Joy	Beauty / Joy
A few paternal acres bound ,	Beauty / Joy	Beauty / Joy
Content to breathe his native air ,	Beauty / Joy	Beauty / Joy
In his own ground .	Beauty / Joy	Beauty / Joy
Whose herds with milk , whose fields with bread ,	Beauty / Joy	Beauty / Joy
Whose flocks supply him with attire ,	Beauty / Joy	Beauty / Joy
Whose trees in summer yield him shade ,	Beauty / Joy	Beauty / Joy
In winter fire .	Beauty / Joy	Beauty / Joy
Blest , who can unconcern"dly find	Beauty / Joy	Beauty / Joy
Hours , days , and years slide soft away ,	Beauty / Joy	Beauty / Joy
In health of body , peace of mind ,	Beauty / Joy	Beauty / Joy
Quiet by day ,	Beauty / Joy	Beauty / Joy
Sound sleep by night ; study and ease ,	Beauty / Joy	Beauty / Joy
Together mixt ; sweet recreation ;	Beauty / Joy	Beauty / Joy
And Innocence , which most does please	Beauty / Joy	Beauty / Joy
With meditation .	Beauty / Joy	Beauty / Joy
Thus let me live , unseen , unknown ,	Awe / Sublime	Vitality
Thus unlamented let me die ,	Awe / Sublime	Vitality
Steal from the world , and not a stone	Awe / Sublime	Vitality
Tell where I lie .	Awe / Sublime	Vitality
wouldn"t like	Suspense	Suspense
Death if Death	Humor	Suspense
when(instead of stopping to think)you	Humor	Suspense
begin to feel of it,dying	Humor	Suspense
